document,page,matched_terms,text
MeitY_Annual_Report_2025_26.pdf,234,testing,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
232
9.1.10.7 eGovernance Standards and Guidelines
C-DAC and Standardisation Testing and Quality Certification (STQC) Directorate have been entrusted to develop/
review ICT standards, guidelines, and/or frameworks for e-Governance projects along with proliferation of MeitY notified 
standards and guidelines so far.
•	
The draft guidelines documents on topics namely Mobile Security Guidelines (MSG), Guidelines for Internet of 
Things (IoT) Security, Guidelines for Zero Trust Architecture (ZTA), Enterprise Architecture (EA) Security were 
submitted to BIS for further notification/publication.
•	
The draft guidelines documents on topics namely Guidelines for Anonymization of Data (AoD), Metadata and 
Data Standards of Education, Metadata and Data Standards of Logistics were submitted to AI & ET Division, 
MeitY for notification and publication. 
•	
The drafting of the standard/guideline documents for Online Learning and Examination System (OLES), Metadata 
and Data Standards of Agriculture, Microservices, Sandbox Testing, Enterprise Risk Management, Two Factor & 
Multifactor Authentication, and Interoperability framework for e-Governance (revision) is under progress.
9.1.11 Free and Open-Source Software (FOSS)
Enterprise BOSS Linux has been rolled out across PAN C-DAC. Secure BOSS Linux has been revamped and deployed 
for clients in the Indian Navy and Indian Army, migrating over 15,000 machines. Secure BOSS Linux has been launched 
for the Indian Army Terrifier Cyber Quest 2025, a national-level challenge addressing real defence and cybersecurity 
threats. To counter emerging threat vectors advanced security features have been integrated into Secure BOSS Linux 
deployments within the defence sector. C-DAC has developed the next version of Secure Exam OS, enabling secure 
online examinations for over 25 lakh candidates.
9.1.11.1 Neuromorphic Computing
C-DAC Chennai and MeitY have organized a Brainstorming Session on Neuromorphic Computing on April 16, 2025, 
with participants from 18 prestigious institutes of national importance, including IITs and IISc, attracting around 40 
attendees. The session covered various ongoing activities in Neuromorphic Computing across academic and research 
institutes. Based on the insights from brainstorming session, key work themes and action plan have been identified 
in collaboration with the participating institutions. A joint proposal involving respective academic institutes and R&D 
organizations is being prepared for development of India’s first Neuromorphic Chip.
9.1.12	 Capacity Building Initiatives
9.1.12.1 Information Security Education and Awareness (ISEA)
Details are covered in Chapter 7.
9.1.12.2 Future Skills PRIME
Details are covered in Chapter 7.
9.1.12.3 SwaYaan- Capacity Building for Human Resource Development in Unmanned Aircraft Systems/Drone 
& related technology
Details are covered in Chapter 7.
9.1.12.4 Work Based Learning Programme (WBLP)
Details may be seen at Chapter 7.
"
MeitY_Annual_Report_2025_26.pdf,241,"packaging, testing","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
239
9.2.4.2	 Radio Frequency Interference (RFI) Testing of Bharat Heavy Electricals Limited (BHEL) Make Non-AC 
Electric Multiple Units (EMU)
Radiated Emission of BHEL make EMU was performed at Gopal Nagar on Ranaghat to Bangaon railway line in 
Stationary mode and Slow moving mode (Traction & Braking mode).
9.2.4.3 Electromagnetic Compatibility (EMC) Consultancy
•	
EMP Expert Consultant for High-Altitude Electromagnetic Pulse (HEMP) Facility Building for its Strategic 
use in Indian Air force
 
SAMEER is a part of prestigious project in which, for the first time in the country, HEMP-hardened structures 
are being constructed for strategic applications. SAMEER was engaged in the project as an expert consultant 
for EMP, beginning from the design stage and continuing through installation. The acceptance and qualification 
of the HEMP filters and the shielded structures of the facility were evaluated and vetted by SAMEER as domain 
experts.
•	
EMC Consultancy and Qualification of EMI Shielded Door for Naval Ships – Achieving 60 dB Shielding 
Effectiveness (10 kHz–40 GHz)
	
The EMI Shielded Door developed by NAVSYS Marine Technologies, Hyderabad, was assessed, and technical 
inputs were provided through EMC consultancy to ensure compliance with stringent defence standards. The 
design objective of achieving 60 dB shielding effectiveness across a wide frequency range of 10 kHz to 40 GHz 
was successfully met by the door, ensuring reliable protection for naval applications.
9.3	
Centre for Materials for Electronics Technology (C-MET)  
Centre for Materials for Electronics Technology (C-MET) has been set up as a registered scientific society in March 
1990 under Ministry of Electronics and Information Technology, (MeitY), (formerly known as Department of Electronics, 
DoE) as a unique concept for development of viable technologies in the area of materials mainly for electronics with the 
objectives of;
•	
To establish the technology up to pilot-plant scale for a range of electronic materials and transfer the same to 
industry for commercialization.
•	
To establish relevant advanced analytical facilities.
•	
To undertake applied research activities in the area of its operation.
9.3.1   Core competence at C-MET laboratories
C-MET’s R & D activities have been implemented in three laboratories located at Pune, Hyderabad and Thrissur. 
C-MET headquarter is functioning at Pune Laboratory Campus, which monitors the administrative activity and central 
technical coordination of C-MET R&D activities. Each of these laboratories has its own area of specialization with 
requisite infrastructure and expertise. This approach has proven to be successful in creating core competence at each 
laboratory.
A. Pune laboratory	
Pune laboratory is mainly focused on cutting edge R&D on materials for electronic packaging, renewable energy, energy 
storage, sensors and nano-materials/composites. These key areas of research have been thrived out into various inter-
disciplinary applications. Additionally, C-MET Pune has established Centre of Excellences in Rechargeable Battery 
Technology (CoERBT), Additive Manufacturing (CoEAM), National Centre on Quantum Materials (NCQM) and National 
Centre on Quantum Accelerator Chips (NCQAC).
"
MeitY_Annual_Report_2025_26.pdf,242,"fabrication, packaging","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
240
B. Hyderabad laboratory 
C-MET, Hyderabad, has evolved as a national hub for research and technology development in advanced materials, 
especially those critical to strategic and electronic applications. Recognizing the importance of self-reliance in critical raw 
materials (CRMs), rare earth elements (REEs), ultra-high purity (UHP) metals, and wide bandgap (WGB) semiconductors, 
C-MET Hyderabad has invested significantly in building comprehensive laboratory infrastructure, specialized R&D units, 
pilot-scale facilities, and state-of-the-art instrumentation. This combination of capabilities enables C-MET to undertake 
end-to-end development starting from processing of raw materials to fabrication and evaluation of functional devices, 
while supporting scale-up and transfer of technologies to user agencies and industry. C-MET Hyderabad laboratory 
embraces unique R&D facilities, one of its kinds in the country for purification of metals to 99.99999 % (7N grade). A 
state-of-the-art SiC single crystal growth facility has been established, achieving a significant milestone by successfully 
growing 2-inch diameter semi insulating 6H SiC boules. The facility is further equipped for the growth of large-diameter 
SiC single crystal boules up to 6 inches to cater to the demands of power electronics and strategic device applications.
One of the key differentiators of C-MET Hyderabad is its robust pilot-scale and production infrastructure that enables 
seamless translation of lab-scale research into industrial processes. Among the most strategic of these is the Hafnium 
(Hf) production plant, which has been established with an annual production capacity of 320kg. This facility, recognized 
as the sole establishment of its kind within India, is designed to extract high-purity hafnium metal from intermediate 
zirconium-hafnium feedstock through the application of solvent extraction and metallothermic reduction methodologies. 
The purified Hf metal is used in aerospace alloys for space applications and supplied directly to ISRO and other 
strategic sectors. The entire process is backed by in-house Q Acertification using various characterization techniques, 
making C-MET the sole supplier of aerospace-grade Hf.
C. Thrissur laboratory	
The focus of C-MET Thrissur is in the development of materials and devices encompassing Sensors and Actuators, 2D 
materials, Microwave materials, Energy materials and storage devices, piezo electric materials and Plasmonic materials 
for electronic applications. In addition, the two national programs being implemented are i) Centre of Excellence on IoT 
based sensors, and ii) India Innovation Centre for Graphene (IICG). CMET Thrissur has gained expertise to develop 
customised IIoT sensors and deployed them for field trials. It has championed the art of making multi stacked capacitors 
and actuators are catering to the requirement of strategic sectors. Thrissur laboratory also meeting requirement of 
health sector in the form point of care devices based on plasmonic sensors, thermal sensor based early warning cancer 
devices and indigenously developed ultrasound probe.
Various reputed organizations such as DRDO, ISRO and DAE institutions and other private industries/start-ups have 
joined hands with C-MET through Memorandum of Understanding (MoUs) to facilitate collaborative activities. These 
meaningful associations exemplify C-MET’s dedication towards encouraging innovation, knowledge exchange, and 
progress in diverse fields through joint efforts.
9.3.2   Products developed by C-MET for different applications 
•	
3D printed pouch cell and coin cell
•	
3D design and printed package of POC 4 (Optical coupler for opto-electronic packaging) and POC 5 (Ring 
resonator)
•	
Carbide derived carbon (CDC)
•	
Polybutadiene based Substrate Integrated Waveguides (SIW) for microwave and millimetre wave circuit 
applications
•	
Tri-band composite NavIC Antenna
"
MeitY_Annual_Report_2025_26.pdf,292,"fabrication, packaging","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
290
expertise for the rollout of customized skilling, upskilling, and reskilling programmes as per the specific needs of youths 
and industries.
NIELIT qualifications are widely accepted across the country. Owing to the quality, some of the NIELIT digital competency 
courses are linked with both promotion & recruitment by number of state governments viz; Arunachal Pradesh, Bihar, 
Chandigarh, Daman & Diu, Gujarat, Rajasthan, Sikkim, Uttar Pradesh.  Also, NIELIT is offering its CCC course free of 
cost in online mode as a knowledge product through its virtual academy.  The course is also available at 15+ Indian and 
International Language, accessible at https://nva.nielit.gov.in/ccc 
Since the year 2014, NIELIT has trained over 95 lakh candidates. Taking into the account advancement in IT and 
Electronics and emergence of disruptive technologies, NIELIT has been continuously upgrading its courses in emerging 
technologies such as Artificial Intelligence, IoT, Big Data, Cloud Computing, Robotics,3D Printing, Chip Design, 
Embedded Technologies, VLSI and related technologies. NIELIT is amongst the front-runners that have aligned 139 
Skill Oriented courses with National Skills Qualifications Framework (NSQF) at different levels ranging from Level 2 
to 6.
NIELIT Centres at Aurangabad, Calicut, Kolkata have been identified as Technology Resource Centres to offer blended 
learning programmes under the Future Skills prime initiative which is being jointly conceived by MeitY and NASSCOM. 
The first IndiaAI Lab has been established at NIELIT Delhi and since then,  27 IndiaAI Labs have been established at 
NIELIT Centres. NIELIT plays a pivotal role in building a highly skilled semiconductor workforce through Specialized 
training programs & certifications in semiconductor design, fabrication, and packaging and establishing Centre of 
Excellences in Chip Design and related technologies.  NIELIT has also expertise in cyber skilling at various levels.
NIELIT Deemed to be University:
NIELIT achieved a significant milestone by being conferred the status of Deemed to be University (under distinct 
category) vide Gazette Notification No. 9-3/2023-U.3(A) dated 15 July 2024, published in Part-I, Section-1 of the Gazette 
of India with NIELIT Ropar (Punjab) as its main campus along-with 11 constituent units located at Aizawl, Agartala, 
Aurangabad, Calicut, Gorakhpur, Imphal, Kohima, Patna, Srinagar, Ajmer (Kekri) and Itanagar.  This recognition marks 
a major leap forward in the nation’s journey toward digital empowerment and inclusive education. Recognized under 
the UGC’s “distinct” category, the NIELIT Deemed to be University is the only university under MeitY, offering industry-
relevant undergraduate, postgraduate, doctoral, and diploma programs in IT and Electronics.  The University focuses 
on Research, Innovation, and Entrepreneurship, Faculty and Staff Development programmes, and enhancing the 
infrastructure.  NIELIT Deemed to be University was inaugurated on 03.01.2025 at 12 locations and the inaugural event 
was jointly presided over by Shri Lakshman Prasad Acharya, Hon’ble Governor of Assam, Shri Ashwini Vaishnaw, 
Union Minister of Railways, Information & Broadcasting, and Electronics & Information Technology, and Dr. Himanta 
Biswa Sarma, Chief Minister of Assam, during a ceremony held in Guwahati.
"
MeitY_Annual_Report_2025_26.pdf,299,"fabrication, testing","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
297
Under the project, setting up of DIR-V based SoC and Embedded System Design Labs & the installation of Synopsys, 
CADENCE and Mentor Graphics VLSI Design tools have been completed. Achievement as on 31.10.2024: - 
•	
DIR-V SoC and Embedded Design Labs established – Completed
•	
High-Level Design Document developed jointly with NIT & IIIT Trichy – Completed
•	
DIR-V Processor architecture familiarization and RTL analysis – Completed
•	
Edge AI Processor micro-architecture and low-level design prepared with NIT & IIIT Trichy – Completed
•	
EEG, EMG, ECG, and EOG sensor interfacing with OpenBCI Cyton board – Completed
•	
ADS1299-based bio-signal acquisition board for ZYNQ using SPI communication – Completed
• 
Sub-blocks for RISC-V CDAC VEGA Processor developed; preliminary NPU verification – Completed
•	
Component procurement for analog front-end PCB (EEG, ECG, EMG, EOG) – Ongoing
•	
Pre-processing algorithm design and development – Ongoing
•	
SPI interfacing with ZYNQ UltraScale ZCU104 FPGA board – Completed
• 
22 DRDO officials trained in PCB Design, Fabrication & Testing using C2S EDA tools – Completed
• 
Reviewing NPU RTL design and specifications to understand core functionality- Ongoing
9.8.3.16 Empowering Police Personnel and Government Officials of NE States through IT and Cyber Security 
Training
Project is sponsored by MeitY vide Administrative Approval No L-14011/7/2023-HRD, dated 26-02-2024  with the 
financial support of Rs. 2245.47 Lakhs over a period of three (3) years. The Project is being implemented by NIELIT 
Kohima with the objective to train Police Personnel and Government Officials of NE States through IT and Cyber 
Security Training through a comprehensive training program with setting up IT cum Security labs equipped with the 
latest hardware and software at different police headquarters and selected districts in NE States. Under the project, a 
total of  8,714 Police personnel & Govt. officials have been trained out of the assigned target of  18,660.
9.8.3.17  Electronics & ICT Academy Scheme, Phase-II 
Project is sponsored by MeitY vide Administrative Approval No L-14011/1/2024-HRD, dated 26-04-2024  with the 
financial support of  Rs. 9468.82 Lakh over a period of five (5) years. The Project is being implemented by NIELIT 
Aurangabad, NIELIT Calicut, NIELIT Gorakhpur along with 11 other institutes ( IITs, CDACs & NITs etc.). The objective 
of the project is to conduct faculty/mentor training through specialized Faculty Development Programs (FDPs) with the 
vision of MeitY by promoting emerging areas of technology and other high priority areas that are pillars of both, the 
“Make in India” and the “Digital India” programmes in ITI/Polytechnic. The target of the NIELITs is to train 7500 faculties 
& also to develop 60 Faculty Development Programs (FDPs) on emerging Technologies. A total of 3,029 faculties have 
been trained .
9.8.3.18 Capacity Building for human resource development in Unmanned Aircraft System (Drone and related 
Technology) : 
Project is sponsored by MeitY vide Administrative Approval No L-14011/29/2021-HRD, dated 11.07.2022  with the 
financial support of  Rs. 89.87 Crore over a period of five (5) years. The Project is being implemented by NIELIT 
Aurangabad, NIELIT Bhubaneswar, NIELIT Calicut, NIELIT Imphal & NIELIT J&K. The objective of the project is to 
leverage collaborative activities in human resource development through capacity building in education and training in 
the area of Unmanned Aircraft System (UAS). Under the project, 5425 Candidates have been trained as against the 
target of 8100.
"
MeitY_Annual_Report_2025_26.pdf,301,"fabrication, testing","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
299
9.8.3.24 Design and development of Ultrasonic transducer probes for medical imaging
Project is sponsored by MeitY vide administrative approval F. No. 1(3)/2019-ME&HI, dt-13.08.2021. The primary 
objectives of the project is to Design of ultrasound probes, Development of piezoelectric Transducer, Development 
of backing and matching Layers, Fabrication of transducer probes, Validation and clinical trials of developed Probes. 
Achievement so far is as under: 
•	
Design and development of Ultrasonic Probe Test jig – Completed
•	
Development of a test setup for testing the transducer probe elements (Open/Short test - capacitance based) and 
develop GUI for displaying the test- Completed
•	
Testing and evaluation of the Ultrasound probe prototype developed by C-MET Trissur using the Research 
platform available at NIELIT Calicut - The IEC and other testing of the developed probe is Under progress.
•	
Probe development completed.
•	
The IEC and other testing of the developed probe is Under progress.
•	
After the testing probe clinical trials to be completed.
9.8.3.25  Indigenous state-of-the-art FPGA- based ultrasound beam former modules for Affordable Ultrasound 
scanners: A Proof-of-concept scanner development 
Project has been approved by Ministry of Science & Technology Department of Biotechnology vide administrative 
approval No BT/PR49659/MED/32/893/2023 Dated 21.03.2024. The primary objectives of the project proposal to VLSI 
Architecture design for identified state-of-the-art algorithm, Design and implementation of Ultrasound Beamforming 
Accelerator on FPGA and Verification of the implementation results. Achievement so far is as under:
•	
VLSI and system architecture designed for state-of-the-art ultrasound beamforming algorithms.
• 
FPGA emulation of ultrasound beamformer core completed with performance analysis and verification.
•	
CFB-DAS and DB-SAT beamforming architectures developed for XC7A100T and XCZU5EG (PYNQ-ZU) 
FPGAs.
•	
CFB-DAS beamformer implemented and tested on XCZU5EG in two modes (real-time and precomputed 
delay).
•	
Integration of CFB-DAS and DB-SAT beamformers with data acquisition setup – In progress.
•	
initiated by CMET Thrissur
9.8.3.26 Smart Bioinformatics Ecosystem:Leveraging AI and Cloud Technology for  Innovation and  Capacity 
Building in Bioinformatics.
Project is sponsored by MeitY vide Administrative Approval L-14011/14/2025-HRD dated 19/08/2025 with Financial 
Support of Rs. 18.04 Crore over a period of three (03) Years. Project has been Implemented by NIELIT, Guwahati with 
a target to train 23430 candidates. Under the project, a total of 348 candidates have been trained.
9.8.3.27 SAMARTH - Students Advancing Mindsets in AI, Robotics, Technology, and Digital Hardware.
Project is sponsored by MeitY vide Administrative Approval L-14011/12/2025-HRD dated 01/09/2025 with Financial 
Support of Rs. 50.50 Crore over a period of three (03) Years. Project has been Implemented by NIELIT, Kohima with a 
target to train 153400 candidates. Under the project, a total of 1109 candidates have been trained.
"
MeitY_Annual_Report_2025_26.pdf,304,testing,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
302
•	
Consultancy Services
	
STPI provides consultancy and Project Management Services and turnkey solution to various national and 
International organizations in the areas of Communication Networks, Network Operation Centres, Network 
Management Systems, Computerization, e-Governance networks etc. The technology capability coupled with 
process strengths has enabled STPI to secure a number of projects from time to time.
•	
Cybersecurity Services
	
STPI is empanelled with the Indian Computer Emergency Response Team CERT-In, MeitY, ensuring compliance 
with the highest standards of cybersecurity practices mandated by the Government of India. STPI offers end-to-
end Vulnerability Assessment and Penetration Testing (VAPT) services to identify, assess, and mitigate security 
vulnerabilities in software applications, network infrastructure, and IT systems. Our approach helps organizations 
proactively manage threats and strengthen their cybersecurity posture
	
STPI conducts comprehensive cybersecurity audits and compliance assessments to ensure adherence to 
key national and international standards. These audits help organizations identify gaps, enforce security best 
practices, and meet regulatory requirements
	
STPI specializes in the design, implementation, and management of robust cybersecurity frameworks tailored to 
organizational needs. We deploy advanced security tools, risk mitigation techniques, and global best practices to 
protect digital infrastructure and sensitive data from unauthorized access and cyber threats
•	
Data Centre and Cloud Services
 
To fulfil industry needs, STPI has been creating a strategic infrastructure to facilitate high availability, quick 
scalability, efficient management & optimised utilization of resources.
	
o	
Operating six state-of-the-art Data Centres at Chennai, Bengaluru, Mohali, Bhubaneswar, Noida and Vi­
jayawada with a total area of around 55,000 sq. ft. and rack capacity of around 700.
	
o	
Catering to the needs of Government Organization/ Institutions/ Industries etc., ensuring availability, reli­
ability and security of its customers. 
	
o	
Providing hosting and fully managed services, including monitoring, updates and system maintenance 
	
o	
Specialised in the design, establishment and end-to-end management of Data Centres tailored to client 
requirements
	
o	
STPI’s infrastructure and systems assure disaster recovery and offer minimal downtime during disruptions, 
ensuring business continuity 
	
o	
Data Centres are also equipped with 24x7 help desks and a Network Operations Centre (NOC)
	
o	
Presence of data centres across different seismic zones.
	
o	
Hosted in STPI Data Centres, Ananta Cloud platform by STPI is an indigenous cloud infrastructure solu­
tion tailored to meet the requirements of government organizations, enterprises, and startups by providing 
secure, reliable, and scalable cloud services across India. Ananta offers the Government Community Cloud 
(GCC) and Hybrid cloud services. 
9.9.3 	Centres of Entrepreneurship (CoEs)
For ensuring India builds leadership in the emerging technologies such as IoT, Blockchain, FinTech, Artificial Intelligence, 
Augmented & Virtual Reality, Medical Electronics & Healthcare, Gaming & Animation, Machine Learning, Data Science 
& Analytics, Cyber Security, Chip Designing, ESDM, etc. and to build next wave of budding entrepreneurs, STPI is 
setting up several domain-focused CoEs in collaboration with suitable partners in various parts of country. These CoEs 
"
MeitY_Annual_Report_2024_25.pdf,69,ATMP,"Make in India
REPORT
Ministry of Electronics & Information Technology
Annual
2024-2025
67
a.	
Mobile Phones: India has emerged as the 
2nd largest manufacturer of mobile handsets in 
the world in volume terms. Over 260 units are 
manufacturing cellular mobile phones and parts/ 
components thereof in the country. Production of 
mobile phones stood at INR 4.22 lakh crore (~USD 
51 billion) in FY23-24 as per industry association 
reports. The export of mobile phones stands at 
approx. INR 1.29 lakh crore (~USD 16 Bn) for FY 
2023-24. 
	
MeitY had introduced the Phased Manufacturing 
Programme (PMP) for cellular mobile handsets 
and related sub-assemblies/ parts manufacturing 
with the objective of progressively increasing the 
domestic value addition for establishment of a 
robust cellular mobile handsets manufacturing eco-
system. As a result of implementation of the PMP 
and other Schemes/ Programmes of Government 
of India, now almost entire demand of cellular 
mobile handsets is being met from domestic 
manufacturing. 
b.	
Information & Communication Technology (ICT) 
Hardware: The first application of electronics was 
in the domain of communication and computing. 
With the emergence of integrated circuit, the world 
saw the advent of the digital computer era, and with 
the advent of microprocessor in the 1970’s, the 
world saw an exponential growth of the Information 
and Communication Technology (ICT) industry. 
Its strategic importance is such that countries 
across the world have declared it as an essential 
commodity. With its pool of technical manpower 
and proven capability as a design center for most 
of the global hardware companies, the country 
is ready to become an end-to-end player and 
global leader in the ICT hardware design and 
manufacturing space. 
	
India has a huge opportunity arising from both 
import substitution and export-led manufacturing 
in the space of ICT hardware. In addition, ICT 
hardware holds the promise of high value addition 
in India, with the manufacturing of the Components 
(i.e., Sub-Assemblies of ICT Products), Product 
design and Semiconductor Design being done in 
the country.
	
Emerging domains of AI, ML, IOT are becoming 
the new driving forces behind the growth of ICT 
hardware segment. These domains require the 
design of specialized Semiconductors, Sensors 
and Servers for which India has the capability. 
Another emerging domain in ICT hardware is the 
Large-Scale Data Centres. India with its technical 
prowess, cheap labour, large pool of manpower, 
and English as the working language, has the 
opportunity to lead the world in all these domains.
c.	
Electronic Components: The global market 
for electronic components is expected to grow. 
Following this global trend, the Indian electronic 
components market is also poised to grow 
significantly. Mobile Phones, Consumer Electronics 
and Industrial Electronics account for the major 
demand (82%) for electronic components in India. 
	
GoI launched the Scheme for Promotion of 
Manufacturing of Electronic Components and 
Semiconductors (SPECS) (notified vide Gazette 
Notification No.CG-DL-E-01042020-218992 dated 
April 01, 2020). This scheme provides financial 
incentive of 25% on capital expenditure for the 
identified list of electronic goods that comprise 
downstream value chain of electronic products, i.e., 
electronic components, ATMP units, specialized 
sub-assemblies and capital goods for manufacture 
of aforesaid goods. Apart from SPECS, the other 
policies of Government that boost the production 
of electronic components include rationalization of 
tariff structure, Phased Manufacturing Programme 
(PMP), and notification of electronics products 
under the Public Procurement (Preference to Make 
in India), Order 2017. Under the umbrella of “Make 
in India” program, Basic Customs Duty (BCD) has 
been imposed on Printed Circuit Board (PCB) 
Assembly of Mobile handsets with the intention to 
strengthen the domestic Electronics Manufacturing 
Services (EMS) and components segment in 
India. Production Linked Incentive Scheme (PLI) 
for Large Scale Electronics Manufacturing is also 
supporting manufacturing of specified electronic 
"
MeitY_Annual_Report_2024_25.pdf,72,"packaging, testing","REPORT
Ministry of Electronics & Information Technology
Make in India
Annual
2024-2025
70
	
• 
The induction of state-of-art weapons by the 
armed forces
	
• 
The impact of indigenization and the Make in 
India programme
h.	
Medical Electronics: Indian medical devices mar-
ket is among the top twenty in the world by mar-
ket size, and fourth in Asia after Japan, China and 
South Korea. The Government has taken various 
regulatory steps to promote this sector and has 
created excellent opportunities for the domestic 
manufacturers, thereby reducing the dependence 
on imports. Medical devices industry in the country 
is dominated by multinationals that controls about 
75-80 per cent of the Indian market. Further, more 
than 80 percent of domestic manufacturers are in 
the small-scale sector and have a turnover of less 
than ` 10 crore. Also, more than 6,000 types of 
medical devices are in use worldwide, but India 
manufacturers are just one-sixth of these medical 
devices.
3.3	
Schemes and programs
1.	
Modified Special Incentive Package Scheme 
(M-SIPS):
	
In order to promote large scale manufacturing in 
the country, a Modified Special Incentive Package 
Scheme (M-SIPS) was announced by the Govern-
ment in July 2012. The Scheme has been amend-
ed twice – in August, 2015 and in January, 2017. 
The Scheme has been closed on 31st December, 
2018 to receive new applications. The salient fea-
tures of the Scheme are: 
 
• 
Provides Capital Subsidy - 20% for invest-
ments in Special Economic Zones (SEZs) 
and 25% in non-SEZs.
 
• 
Provides incentives for both new units and 
expansion units.
 
• 
Provides incentives for a period of 5 years 
from the date of approval of application.
 
• 
Provides incentives for 44 categories/verti-
cals across the value chain (raw materials 
including assembly, testing, packaging and 
accessories, chips, components).
 
• 
Minimum investment threshold for each 
product category/vertical.
 
• 
Unit to be in Industrial Area notified by Cen-
tral/State Govt.
	
Status of M-SIPS till December, 2024 is as 
follows:
	
As on 31st December, 2024, 316 applications with 
proposed investment of ` 82,247 Crore are under 
consideration. Out of these, 316 applications, 315 
applications with proposed investment of approxi-
mately ` 80,238 Crore have been approved, 1 ap-
plication with proposed investment of ` 2,009 crore 
is under appraisal.
	
The incentives to the tune of ` 2558.12 Crore have 
been disbursed to the 145 applicants.
"
MeitY_Annual_Report_2024_25.pdf,77,"ATMP, OSAT, fabrication, packaging, semiconductor fab, testing, wafer","Make in India
REPORT
Ministry of Electronics & Information Technology
Annual
2024-2025
75
crore, total investment of ` 522.17 crore and total 
employment of 3,879.
7.	
Scheme for Promotion of Manufacturing of 
Electronic Components and Semiconductors 
(SPECS) 
 
Notified vide Gazette Notification dated April 01, 
2020, the Scheme provides financial incentive of 
25% on capital expenditure for the identified list 
of electronic goods that comprise downstream 
value chain of electronic products, i.e., electronic 
components, semiconductor/ display fabrication 
units, ATMP units, specialized sub-assemblies 
and capital goods for manufacture of aforesaid 
goods. The scheme promotes development of 
electronic components manufacturing ecosystem 
in the country and deepening of electronics value 
chain and is expected to bring new investments to 
the tune of ` 20,000 crore with total employment 
generation potential (Direct and Indirect) of 
6,00,000. The scheme is closed to receive new 
applications on 31.03.2024.
	
Progress under the scheme till December, 2024 
as per latest Quarterly Progress Report
	
58 applications have been approved with total 
proposed investment of Rs.22,081 crore. As per 
the Quarterly Progress report submitted by the 
applicant total investment done by the approved 
applications is ` 9,481.56 crore. Total production 
done by the approved applications is ` 25,571.59 
crore. Total employment generated by the 
approved applications is 39,092 persons.
8.	
Modified Programme for Development of 
Semiconductors and Display Manufacturing 
Ecosystem in India
	
In furtherance of the vision of AatmaNirbhar Bharat 
and positioning India as the global hub for ESDM, 
a comprehensive program for the development 
of semiconductors and display manufacturing 
ecosystem in India was approved by Government of 
India with an outlay of ` 76,000 crore (>$10 billion). 
The Programme contained various schemes to 
attract investments in the field of semiconductors 
and display manufacturing. The following four 
schemes have been notified under the Semicon 
India Programme: -
8.1	
Modified Scheme for setting up Semiconductor 
Fabs in India
	
•	
The scheme is aimed at attracting large 
investments for setting up semiconductor 
wafer fabrication facilities in the country to 
strengthen the electronics manufacturing 
ecosystem and help establish a trusted val-
ue chain.
	
•	
The Scheme extends a fiscal support of 50% 
of the project cost across the technologyn-
odes for setting up of Silicon based Semi-
conductor Fabs in India.
 
The fiscal support under the scheme shall be 
provided on pari-passu basis for a period of six 
years from the date of approval.
8.2	
Modified Scheme for setting up of Display Fabs 
in India
	
The scheme is aimed at attracting large investments 
for manufacturing TFT LCD or AMOLED based 
display panels in the country to strengthen 
the electronics manufacturing ecosystem. The 
Scheme extends fiscal support of 50% of Project 
Cost for setting up of Display Fabs in India. The 
fiscal support under the scheme shall be provided 
on pari-passu basis for a period of six years from 
the date of approval.
8.3 
Modified Scheme for setting up of Compound 
Semiconductors / Silicon Photonics / Sensors Fab/ 
Discrete Semiconductors Fab and Semiconductor 
Assembly, Testing, Marking and Packaging 
(ATMP) / OSAT facilities in India
 
The scheme extends a fiscal support of 50% 
of the Capital Expenditure for setting up of 
Compound Semiconductors / Silicon Photonics 
(SiPh) / Sensors (including MEMS) Fab/ Discrete 
Semiconductor Fab and Semiconductor ATMP / 
OSAT facilities in India.
8.4	
Design Linked Incentive (DLI) Scheme
 
• 
‘Design Linked Incentive Scheme’ has been 
notified on 21.12.2021. It shall offer financial 
"
