document,page,matched_terms,text
MeitY_Annual_Report_2025_26.pdf,307,project,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
305
NEURON has onboarded 114  startups and resulting in the development of 171  prototypes and 158  products by these 
start-ups.
•	
VARCoE at IIT Bhubaneswar
With an intention to create an ecosystem for carrying out R&D in immersive visualization, giving impetus to R&D, 
Incubation, IP Creation, Product Development, Skill development and Entrepreneurship in AR, VR and allied fields, 
VARCoE has been established at IIT Bhubaneswar. This CoE aims to support startups, individual researchers and 
high R&D projects in Health, Art and Architecture, Transport, Construction, Tourism, Entertainment, and Education. 
VARCoE has started operations with first set of projects working on various applications of VR/AR. 
Presently, 9 major projects on AR&VR applications in various domains involving 12-15 highly qualified faculty and 
researchers of IIT Bhubaneshwar are in progress. VARCoE has onboarded 25 startups, resulting in the development of 
27 prototypes and 28 products by these start-ups.
•	
IMAGE at STPI Hyderabad
A CoE in the field of Gaming, VFX, CV & AI has been established at Hyderabad in partnership with MeitY, Govt. of 
Telangana, academia, & industry partners like HYSEA (Hyderabad SW Enterprises Association) & TVAGA (Telangana 
VFX, Animation & Gaming Association). Facilities & Services include 10,000 sq. ft. incubation space and an IMAGE lab 
with cameras, display units & related equipment in an area of 3,500 sq. ft. The IMAGE Lab consists of Motion Capture 
(MoCap) facility and computing facility or Computer Vision & AI. 
IMAGE has onboarded 103 startups, resulting in the development of 168 prototypes and 230 products by these start-
ups.
•	
APIARY at STPI Gurugram
A CoE in Blockchain Technology branded as APIARY has been established in collaboration with MeitY, STPI, STPINEXT, 
Govt. of Haryana, Padup Venture Private Limited, IBM, Intel, GBA and FITT. This is an initiative, to identify and evaluate 
promising startups in the field of Blockchain Technology that will be hosted in STPI Gurugram. 
APIARY has onboarded 62  startups, resulting in the development of 34  prototypes and 43  products by these start-ups. 
•	
MOTION at STPI Pune
A CoE in the Autonomous, Connected, Electric & Shared (ACES) branded as MOTION has been established 
in collaboration & partnership with Government of Maharashtra, M/s. Tata Motors, M/s. Kinetic, M/s. Visteon, M/s. 
MathWorks India, M/s. Intel, College of Engineering Pune (CoEP) and associations like ARAI, SAE-India, TiE-Pune etc. 
MOTION has onboarded 55 startups, resulting in the development of 140 prototypes and 107 products by these start-
ups.
•	
Atal Incubation Centre (AIC) at STPI Bengaluru
STPI has established the Atal Incubation Centre (AIC) at Bengaluru in collaboration with Atal Innovation Mission, NITI 
Aayog. 
AIC has onboarded 65  startups, resulting in the development of 98  prototypes and 64  products by these start-ups.
•	
OctaNE CoEs in North East Region (8 no. viz. IoT in Agriculture at STPI-Guwahati, Animation at STPI-
Shillong, AR/VR at STPI Imphal, IT Applications in Healthcare & Agri Tech at STPI-Gangtok, GIS 
Applications including Drone Tech at STPI-Itanagar, IT Applications in Graphic Design at STPI-Kohima, 
Gaming &Entertainment at STPI-Aizawl and Data Analytics & AI at STPI-Agartala)
Eight CoEs with Startup Innovation Zone (SIZ) along with e-commerce facilitation were envisioned to be established by 
STPI in each state of North East Region in phase wise manner.
"
MeitY_Annual_Report_2025_26.pdf,309,"approval, approved, investment, project","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
307
FinGlobe CoE has onboarded 5 start-ups, resulting in the development of 1 prototype and 8 products.
9.9.4 Modified Electronics Manufacturing Cluster (EMC 2.0) Scheme 
The EMC 2.0 scheme was notified on 1st April 2020 with an implementation period of 8 years (i.e., up to March 
2028). The objective of the EMC 2.0 scheme is to create a comprehensive supply chain/ecosystem for strengthening 
electronics manufacturing base, attract Anchor Units to set up production along with their supply chain, build world class 
plug-n-play infrastructure and reduce the infrastructure & logistics cost. Total budgetary support for the scheme is Rs. 
3,762 crores. STPI is the Project Management Agency (PMA) for implementation of the scheme. 
The financial assistance that is entitled to under EMC 2.0 are as stated below:
•	
EMC project: Up to 50% of project cost with ceiling of `70 crore for every 100 acres of land. Overall financial 
assistance for an EMC project cannot exceed `350 crore per project.
•	
Common Facility Centre (CFC): Up to 75% of project cost with ceiling of `75 crore per project.
This scheme will bring huge investment to India so that India can become the topmost destination in Electronics 
Manufacturing. The scheme was open for receipt of applications till 31st March 2024, and 31 applications have been received 
on EMC 2.0 portal.
a.	
13 EMC/CFC projects (11 EMCs + 2 CFCs) have been approved across the following states: 
	
EMC – 11 (Andhra Pradesh, Gujarat, Haryana, Maharashtra, Karnataka (2), Uttarakhand, Telangana, Tamil Nadu 
(2), Uttar Pradesh)
	
CFC – 2  (Telangana, Chhattisgarh)
b.	
Additionally, 3 EMC projects viz. Gujarat (2) and Madhya Pradesh have received approval from the Project 
Review Committee.
c.	
Total project cost is INR 5,226.49 Cr, with approximately INR 2,492.74 Cr earmarked as Central Financial 
Assistance for these projects.
9.9.5 Promotion of Small and Medium Entrepreneurs by creating a conducive environment in the field of 
Information Technology
STPI has been promoting SMEs and their cause by offering incubation services, organizing events, sponsoring/
co-sponsoring events, participating in events and export promotion efforts. 
Some of the major events in which STPI participated/sponsored include:
•	
18th edition of the Pravasi Bharatiya Divas was held from 8th to 10th January 2025 in Bhubaneswar, Odisha.
•	
SEAP Star Awards 2025 is being held on 17th Jan 2025 in Pune.
•	
Bharat AI Cyber & Automation Summit 2025 was held on 6th February 2025 in New Delhi.
•	
International Trade Conclave was held on 7th February 2025 in New Delhi.
•	
Radiant Jharkhand is held from 20th to 22nd February 2025 in Jamshedpur.
•	
India Blockchain Horizons 2025 held on 24th February 2025 in New Delhi.
•	
PRAVAAH – MeitY Incubators Conclave 2025 held on 25th February 2025 in Goa.
•	
The 10th edition of the annual IT Event TIECON Chandigarh 2025 held on 6th & 7th March 2025 in 
Chandigarh.
•	
The 19th Edition of IESA Vision Summit 2025 was held from 5th March to 7th March 2025 in Gandhinagar, 
Gujarat.
"
MeitY_Annual_Report_2025_26.pdf,311,investment,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
309
entrepreneurs/SMEs in the IT/ITeS/ESDM domains and generating 50+ patents/IPRs over a 3-year period. The total 
budget allocation for NGIS is INR 95 crore.
The scheme’s partners and stakeholders include MeitY, STPI, and a wide network of industry stakeholders, academia, 
and investment agencies, ensuring comprehensive support to product-focused startups. A total of 20 challenge 
programs under CHUNAUTI (Challenge Hunt Under NGIS for Advanced Uninhibited Technology Intervention) have 
been successfully completed.
Overall, 686 startups have been supported under NGIS  through mentoring, stipends, and seed funding. Of these, 180 
startups have been provided seed fund support, 359 startups have been provided with stipends support and all 686 
have received mentoring, networking and other support. As of 31st December 2025, NGIS beneficiary startups have 
collectively developed 1174 products, have filed 377 patents and have generated employment for 9098 individuals. 
A new initiative, LEAP AHEAD (Launchpad for Tech Entrepreneurs towards Accelerated Growth and Pioneering 
AHEAD), was launched under NGIS to support scaling and growth-stage tech startups across India, particularly from 
Tier 2 and Tier 3 cities. The initiative aims to assist tech startups through high-quality mentorship, scale-up funding, 
and opportunities for global market access. It is designed for growth-stage startups seeking product diversification or 
expansion into new markets. STPI has launched two editions of LEAP AHEAD under NGIS.
•	
First Edition:
 
The program achieved significant success, supporting 87 high-potential startups through a structured mentorship 
framework and enabling 22 of them to explore global opportunities. In this edition, 50 startups secured funding 
commitments amounting to Rs. 78.86 crore, of which 35 startups received actual funding of Rs. 44.79 crore (as 
reported by the startups).
•	
Second Edition:
 
 Building on the success of the first edition, STPI launched the second edition of LEAP AHEAD on 15th October 
2024, which received an overwhelming response with 500+ applications. Out of these, 150 startups participated 
in screening rounds, and 60 high-potential startups were selected for the cohort. These startups were provided 
with high-quality mentorship, and 25 of them participated in a global connect program held in Silicon Valley, USA. 
In this edition, 21 startups have already received funding.
9.9.7 	SAYUJ: The Start-up Community Network
9.9.7.1 About SAYUJ
•	
STPI launched SAYUJ, India’s exclusive innovator community network platform to facilitate seamless connections 
among entrepreneurs, startups, investors, incubators, mentors, and other stakeholders within the ecosystem 
around innovation in emerging technologies.
•	
SAYUJ provides access to all critical resources & information under single umbrella, including pan-India 
challenges, contests & events, central & state government polices & schemes, mentorship opportunities, and 
investor connections, empowering innovators & startups to thrive in a competitive landscape.
•	
SAYUJ serves as a collaborative space where all members of the innovator community can share knowledge, 
leverage resources, and form valuable partnerships. 
•	
SAYUJ envisages AI-driven recommendations, offering tailored resources and support that align with each 
startup’s unique goals, ensuring they stay ahead in their entrepreneurial journey.
•	
SAYUJ is continuously gaining more & more / increased traction from the innovator community members. The 
following sections present a view of platform’s current statistics.
"
MeitY_Annual_Report_2025_26.pdf,313,"approval, project","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
311
9.10	 Digital India Corporation (DIC)
9.10.1 Introduction
Digital India Corporation (DIC) is a not-for-profit company set up & promoted by the Ministry of Electronics and Information 
Technology (MeitY), Govt. of India. The Company leads & guides in realising the vision, objectives and goals of the 
Digital India program. It provides strategic support to Ministries / Departments of Centre / States to carry forward the 
mission of Digital India by way of capacity building for e-Governance projects, promoting best practices, encouraging 
Public-Private Partnerships (PPP), nurturing innovations and technologies in various domains.
The company encompasses 7 Independent Business Divisions (IBDs) viz. KIDIC Core or Technology Development 
& Deployment Division (TDDD), NeGD (National e-Governance Division), MyGov, MeitY Startup Hub (MSH), India 
Semiconductor Mission (ISM), Digital India Bhashini Division (DIBD) and INDIAai.
9.10.2 DIC Core or Technology Development & Deployment Division 
9.10.2.1 Poshan Tracker
‘Poshan Tracker’ is a mobile-based application for dynamic identification of stunting, wasting, and under-weight 
prevalence among children and last-mile tracking of nutrition service delivery by Anganwadi Workers at Anganwadi 
centres. The application has further been made available to State Officials with the integration of the Supportive 
Supervision Application and also to beneficiaries through the new Beneficiary interface.
The work undertaken in the area of Process Re-engineering for Digital Transformation:
A.	
Face Capture and Authentication in SNP distribution: The Poshan Tracker is equipped with the new face 
capture and authentication feature to ensure that nutritional services are provided to genuine beneficiaries. The 
implementation of the feature in the Poshan Tracker is a significant step towards ensuring transparency and 
accountability in the distribution of services, ultimately leading to better nutrition outcomes for the target groups.
B.	
Beneficiary e-KYC allows Anganwadi Workers (AWW) to complete the e-KYC (electronic Know Your Customer) 
process for beneficiaries. This feature aims to streamline the verification process and ensure that benefits are 
delivered efficiently and accurately. It makes it simple for AWWs to verify beneficiaries’ identities using electronic 
methods, ensuring accurate and up-to-date records, faster access to benefits, and a secure and reliable process. 
C.	
Keycloak Module has been implemented to make logging into the Poshan Tracker easier and safer. Keycloak 
is used to provide a login facility for the application. Roles are managed on Keycloak and based on role user 
can switch their application behaviour. One can use multiple applications to login via Keycloak with the same 
user credentials. It makes the app more secure, preventing unauthorized access and keeping user data safe. 
Additionally, Keycloak has also been implemented in the Supportive Supervision application for State Officials.
D.	
A beneficiary interface has been provided in the Poshan Tracker application to enable the beneficiaries (users) 
to register themselves directly on the app.
•	
Self-Registration Made Simple: This minimizes the dependency on Anganwadi Workers for manual registration.
• 
Approval by Anganwadi Workers: Once a beneficiary registers, the request is sent to the Anganwadi worker, to 
verify and approve the registration. 
• 
Access to Personal Information and Services: Beneficiaries can view their service history, which includes 
information about the child’s health and development, like height and weight tracking and details about the 
nutritional support they received, based on their eligibility or category
"
MeitY_Annual_Report_2025_26.pdf,314,SiC,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
312
E.	
Supportive Supervision Application has been integrated with the Poshan Tracker 
	
Key features of Supportive Supervision (SS):
i. 	
Real-Time Monitoring and Support: Supervisors can access real-time data to provide instant support to AWCs, 
including:
	
a.	
AWC open status with timestamps.
	
b.	
Live access to the AWW dashboard.
	
c.	
Correction of growth monitoring data.
ii. 	
Visit Planning and Scheduling: State officials can plan and schedule visits with defined objectives and goals, 
ensuring regular monitoring at pre-defined intervals.
iii. 	
Automated Analysis for Improvement: The application provides automated insights and analysis visit inputs to 
identify areas for improvement and track quality indicators.
iv. 	
Self-Assessment Interface: dedicated interface for supervisors and officials to conduct self-assessments.
v. 	
Performance Review: State officials can easily review the performance of their immediate subordinates, ensuring 
accountability across levels.
vi. 	
Learning Resources: Provides easy access to learning capsules and training materials within the application to 
enhance knowledge and skills.
F.	
Protocol for Management of Malnutrition in Children (CMAM): The CMAM protocol monitors and manages 
cases of severely malnourished children aged 0-6 years with a focus of identifying, treating, and managing 
malnourished children both at Anganwadi Centres and in communities. CMAM protocol helps in determining 
when to refer a malnourished child to Nutritional Rehabilitation Centre (NRC)/ medical facility. The protocol also 
outlines the steps for identification, management, referral, care level decision-making, nutritional and medical 
management, and follow-up at the Anganwadi level.
G.	
Early Childhood Care and Education (ECCE): In the endeavor to reposition Anganwadi Centre (AWC) to 
become the first village output for health, nutrition, and early learning with adequate infrastructure and human 
resources, appropriate provisions have been brought on to the Poshan Tracker application for ground-level 
dissemination and implementation of ECCE in every Anganwadi Centre. The purpose of Early Childhood Care 
and Education (ECCE) is to ensure responsive care, early learning and development which includes physical and 
motor; language, cognitive, socio-personal, emotional and creative and aesthetic appreciation. It encompasses 
the inseparable elements of care, health, nutrition, play and early learning within a protective and enabling 
environment.
H.	
Stock Register Module introduced wherein the Anganwadi worker will be able to keep track of the Supplementary 
Nutrition Programme stock (Take Home Ration-THR/ Hot Cooked Meal-HCM) required, received and distributed 
for the month in the Anganwadi Centre (AWC). The new Stock Register module displays the THR and HCM 
stock requirements based on the beneficiary type in the AWC. The Anganwadi Worker is also provided with an 
additional feature to enter the THR and HCM Stock received in the AWC date wise. The Stock Register module 
has inbuilt capability to keep track and update the SNP stock distributed based on the daily THR/CM distribution 
as part of the AWC daily tracking of beneficiaries.
I.	
Family Details: The register provides an insight into the number of families registered at the Anganwadi Centre, 
total members in each family, resident Type (Temporary/Permanent) and category wise count of the beneficiaries. 
It also provides details such as family number (which is unique), name of the family member, their relationship 
"
MeitY_Annual_Report_2025_26.pdf,315,"approval, approved","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
313
with the head of the family, gender, marital status, DOB, age, beneficiary type, resident type, religion, and their 
willingness to avail ICDS services like SNP and PSE.
J.	
Growth Chart: The Growth Chart section has been enhanced to enable the Anganwadi workers to view a child’s 
complete growth monitoring history. AWW can now access growth records from the child’s first monitoring date to 
the current date.
K.	
Beneficiary Vaccination module added in the application to enable the Anganwadi Worker to keep track of the 
vaccination status of the beneficiaries. The module enables the Anganwadi worker to monitor the beneficiaries 
upcoming vaccinations schedule, vaccinations that are completed and vaccinations that are overdue. The module 
also provides a vaccination profile of the beneficiary wherein the details of vaccinations due and vaccinations 
given are listed date wise.
L.	
Heat Map section has been added to the PT dashboard wherein users can view different indicator statistics on 
national and state level on India map view. Users based on their login rights are able to select State to check stats 
based on different colors. Each colour indicates a different range which is mentioned in the legend bar. There 
are different indicators like AWC open, Morning snacks, Home visits, Growth Monitoring, SNP distributed, SAM, 
MAM, Wasting children. Stats are also shown in tabular form which can be downloaded in csv format. Users can 
check/compare the stats on bar graph format. National, State and District average is shown on a bar graph to 
compare the stats. Users are able to drill down till AWC level in the bar graph. There is a third option which is trend 
analysis in which users can compare stats of the entire year on a monthly stats basis. 
M.	
Growth Trends shows trends of children’s health status in a selected quarter. It showcases health status numbers 
in tabular form and users can download beneficiary details on district level. Additionally, health status of Stunting, 
Underweight and Wasting health status are also provided.
N.	
Jan Andolan (Poshan Maah) under the Poshan Abhiyaan is a people’s movement aimed at improving nutritional 
outcomes through community participation and behavioral change. 8th Poshan Maah serves as a month-long 
nationwide celebration to spread awareness about nutrition, health, hygiene, and the importance of a balanced 
diet. All the Activity Logging and Reporting is driven through the Poshan Tracker Web Interface wherein 14 Lac 
Anganwadi Center participates in month-long events. During Poshan Mah, the Poshan Tracker records details 
of activities like growth monitoring, nutrition rallies, recipe demos, health camps, and Poshan Vatika plantations, 
along with participation data of beneficiaries and Anganwadi Centres. It captures children’s growth and nutrition 
data, photographic and geotagged evidence, and details of convergence with departments such as Health and 
Education. Real-time monitoring tracks outreach and participation, contributing to the national Jan Andolan 
Dashboard showing cumulative and state-wise performance. Over 6.79 crore activities have been conducted 
across 776 districts nationwide during Poshan Maah, aligned with the annual themes set by the Ministry of 
Women and Child Development.
O.	
A new Nominee addition ow has been implemented for Pregnant Women, Lactating Mothers and Adolescent 
Girls. This enhancement allows the beneficiary to add a nominee to receive THR services on their behalf when 
required. Additionally, THR distribution to nominees is now supported in both online and offline modes, ensuring 
uninterrupted service delivery even in low-connectivity areas.
9.10.2.2 Visvesvaraya PhD Scheme for Electronics & IT
MeitY, with the approval of the Cabinet Committee on Economic Affairs (CCEA) had initiated ‘Visvesvaraya PhD 
Scheme’ with the objective to enhance the number of PhDs in Electronics System Design & Manufacturing (ESDM) and 
IT/IT Enabled Services (IT/ITES) sectors in the country in 2014. 
Phase-I of Visvesvaraya PhD Scheme with a budget of `466 Crores, initially approved for 9 years from 2014, is extended 
till Dec 2025.
"
MeitY_Annual_Report_2025_26.pdf,320,project,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
318
	
9.10.2.5 LokOS: Digitizing Self-Help Groups (SHGs) in India 
The Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM), under the Ministry of Rural 
Development, Government of India, aims to eradicate rural poverty by empowering SHGs and strengthening livelihoods, 
covering over 10 crore+ SHG members across 90 lakh+ SHGs nationwide. To support large-scale operations and 
MIS needs, NRLM introduced LokOS, a community-centric digital platform built on a microservices-based, federated 
architecture that digitizes SHG and CBO transactions, improves data accuracy at the source, and strengthens the 
central NRLM MIS through integrated applications and modules. The list of modules are as follows:-
•	
Profile Module
•	
Transaction Module
•	
Digital Ajeevika Register
•	
Village Prosperity and Resilience Plan
•	
Producers Group Portal
•	
Training Module
•	
Saksham, e-FMAS & FDM applications
•	
Project Activities Monitoring & Tracking Module
•	
Centralized User Management Module
•	
Cadre Training & Management
•	
Sarathi (Ultra Poor) & Equal
Impact and Reach
LokOS has a wide impact and reach, supporting 10.13 crore SHG members, 91.76 lakh Self-Help Groups, 
5.54 lakh Village Organizations, and around 34,000 Cluster Level Federations across the country. It also enables 
"
MeitY_Annual_Report_2025_26.pdf,321,project,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
319
real-time tracking of the Lakhpati Didi Initiative, with 4.06 crore potential Lakhpati Didis identified and 14.05 crore 
entries captured in the Digital Aajeevika Register. By improving transparency, operational efficiency, and digital access, 
LokOS is playing a key role in transforming rural livelihoods through real-time monitoring and data-driven decision-
making.
9.10.2.6 Kisan Sarathi 2.0 - Enhancement, Operations, Maintenance and Support.
The project is being implemented in partnership with the Indian Council of Agricultural Research (ICAR) to provide 
location-specific, demand-based Tele-Agriculture Advisories to farmers in their local languages through Krishi Vigyan 
Kendras (KVKs). During the period, 741+ Krishi Vigyan Kendras (KVKs) / DAATTCs were onboarded on the platform. A 
total of 548 KVK experts and 3,058+ Subject Matter Experts from all States and Union Territories were enrolled. 32.54+ 
lakh new farmers were registered during the period, taking the cumulative farmer registrations to 280.53+ lakh. The 
platform handled 48,165+ farmer calls during the period, with cumulative calls reaching 2,90,044+. Additionally, 16.34+ 
crore messages were disseminated during the period, increasing the cumulative message count to 70.50+ crore. The 
IVRS was further enhanced to deliver domain-specific advisories in 13 languages, based on the availability of experts 
at KVKs.
Enhancement : Kisan Sarathi Applications (kisansarathi.in) 
Kisan Sarathi Farmer App (iOS and Android): Released in August 2025 (Beta). Key features include video consultancy, 
webinar, farmer registration and profile management, multimedia query raising and tracking, expert advisories, call-to-
expert facility, access to government schemes, weather information, multilingual support in 13 regional languages 
through Bhashini, and technical support.
Kisan Sarathi Expert App: Released in July 2025 (Beta). Features include video consultancy, farmer and query 
management, individual and bulk advisory management, call management, chatbot integration, multilingual translation 
and transliteration through Bhashini, and technical support.
KS Kosh / Agricultural Advisory Management System (AAMS): KS Kosh was released for ICAR Scientists in 
September 2025. The Content Creator module enables location-specific advisory creation, including Packages of 
Practices (PoP). The Content Approver module supports content review, feedback, and publication.
"
MeitY_Annual_Report_2025_26.pdf,324,"approval, project","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
322
and handicraft products, thereby eliminating intermediaries and ensuring fair remuneration for the  Ministry of Textiles. 
Sellers are supported through well-documented systems and processes, with on-ground assistance provided by Weavers 
Service Centres (WSCs) and Handicraft Service Centres (HSCs) for awareness generation, onboarding, product listing, 
and order processing. A dedicated customer care team addresses buyer and seller queries through a toll-free helpline 
(1800-121-6216). The platform offers a wide range of products, including handloom clothing, furnishings, décor items, 
furniture, paintings, sculptures, art jewellery, accessories, and more, with free shipping on all orders.
Key Activities Undertaken During the Year
During 
the 
year, 
Digital 
India 
Corporation undertook development, 
maintenance, and technical support 
of the IndiaHandmade web portal 
and mobile applications. More than 
2,886 sellers were onboarded, with 
17,500+ handmade products listed 
on the platform. Over 2,000 customer 
orders covering 3,200 products 
were successfully processed. 100+ 
training and orientation sessions 
were conducted to support sellers 
in account management, product 
listing, 
order 
processing, 
and 
reporting. Promotional campaigns 
were carried out through social media, WhatsApp, print media, and participation in various state-level fairs and melas. 
The platform was enhanced with WhatsApp Bot integration for sellers and buyers, Power BI dashboards for advanced 
analytics, and ONDC integration, which was made live in beta production. Additionally, the Handloom Week Sale (7–15 
August 2025) was successfully organized, achieving sales of `7.7 lakh from 257 orders covering 502 products, with the 
highest-ever single-day sales of `2.76 lakh recorded on the final day of the campaign.
9.10.2.13 NHAI DATALAKE 3.0
https://datalake.digitalindiacorporation.in/
About NHAI: National Highways Authority of India (NHAI) was set up by an act of the Parliament, NHAI Act, 1988 
to provide for the constitution of an Authority for the development, maintenance and management of national 
highways and for matter connected therewith or incidental thereto”. It has been entrusted with the National Highways 
Development Project (NHDP), which along with other minor projects, has vested in it 55,000+ kms of National Highways 
for development, maintenance and management.
What is NHAI Datalake 3.0 ?
NHAI Data Lake 3.0 is an advanced, in-house digital platform developed by National Highways Authority of India (NHAI) 
for managing its highway project portfolio. It is a complete technological overhaul of the earlier Data Lake system, built 
on modern and scalable technologies to address future requirements of highway project management.
The platform delivers end-to-end digital project lifecycle management, covering project initiation, DPR preparation, 
procurement, pre-construction approvals, construction and maintenance monitoring, tolling, finance, and legal 
workflows. Key features include a GIS-first architecture, Aadhaar-based authentication, role-based access control, 
custom dashboards, contract-based monitoring, and an AI-enabled chatbot.
"
MeitY_Annual_Report_2025_26.pdf,325,"approved, project","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
323
NHAI Data Lake 3.0 is designed for all NHAI stakeholders and is envisioned as a scalable highway infrastructure 
management solution that can be extended to other road authorities such as Ministry of Road Transport and Highways 
(MoRTH) and National Highways & Infrastructure Development Corporation Limited (NHIDCL).. 
Engagement of Digital India Corporation:
A Memorandum of Understanding (MoU) between NHAI and Digital India Corporation was signed on 28 November 
2023 for the development of NHAI Data Lake 3.0. The estimated cost for the first year of implementation is `30.84 crore, 
covering development and deployment for a period.
Product Roadmap:
The Product Roadmap has been planned to be delivered in three phases. In the first Phase the modules of NHAI One 
app and Core modules are planned. In Phase 2 modules for Maintenance, Finance stage of project are planned and in 
Phase 2 construction and pre-construction are planned. 
Phase 1 Launch:
The Phase 1 of NHAI Datalake 3.0 has been launched across India across users within NHAI across Headquarters, 25 
Regional Officers, 200+ Project Implementation Units in cities and contractors, authority engineers, auditors, user fee 
agencies. Modules available for use are
•	
Login and Registration - Aadhaar based authentication using Digilocker & mobile OTP login 
•	
Access Based Control - Role based access of each user and data shown as per the jurisdiction of the user. 
•	
Unique Contract Code - Contract creation workflow that creates a unique contract code. An interactive experience 
of the GIS layer provided to the NHAI users to choose the exact extent of the project work
•	
Attendance Management System - Authority engineers on site to mark attendance with their geo tagged data 
and a real time check of the location with the alignment of the project. Along with geofencing, face authentication 
check also put in place. 
•	
Road Maintenance - Allows users to raise defects and conduct joint inspections on the site and log the defect with 
geotagged photos and meta data
•	
Request for Inspections - A critical workflow for the monitoring of construction progress is made available for 
contractors and authority engineers such that request for inspection for every work is raised on app and then 
approved or rejected to mark the progress of the work
•	
Road Safety Audit - Allows Safety Consultants to conduct audit on mobile and log their observations against any 
project and then these defects are forwarded to contractors for compliance by competent authorities. 
•	
Toilet Maintenance - To maintain the user experience of citizens of toilet blocks near highways, a monitoring 
mechanism has been implemented such that the block supervisors are supposed to submit inspections on a daily 
basis and using AI based algorithm the pictures of toilets are marked as clean or unclean
•	
Helpdesk - A help center has been created such that it can self serve the end users. A chatbot has been 
implemented that is trained on SOPs and FAQs of the platform.
•	
Team Structure - Allow PDs to add team structure as per the contract in a specific project. It allows users to create 
a composition by adding designations and then adding members against those designations. 
Phase 1 was launched starting from Delhi and Jaipur Regional Office’s on 22 July 2025 and rollout was completed 
across India within a period of 1.5 months. 
"
MeitY_Annual_Report_2025_26.pdf,326,approval,"Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
324
Phase 2 and Remaining Modules:
A list of modules has been prioritized from the remaining modules of Datalake 2.0. Requirement gathering for Bridge 
Structure Inspection, Road Closure, User Fee Agency Onboarding, Toll Master creation, Critical Correspondence, 
Document Repository, Payment to AE, Digitize Schedule H have been completed and designs are to be completed by 
end of october. The development of the BRICS is completed and Road Closure is in progress. 
A tentative list of the remaining modules of Datalake 3.0 has been finalized as below. Month 1 is the current month. 
Month 1
•    Onboarding of User Fee Collection Agency
•    Payment to AE/IE
•    Critical correspondences (cure period, suspension, show cause, notice of intention to terminate, 
    termination, debarment/blacklisting)
• 
  Document Repository
• 
  Digtiization of Schedule H
Month 2
• 
  Financial Progress
• 
  Issuance of NCR
• 
  Onboarding O&M Agency and other Agencies
• 
  Rectification of Blackspots
• 
  Road Accident Monitoring & Reduction API
• 
  Toll Collection API
• 
  Toll asset management API
• 
  Drone Video Report
• 
  NSV Surveys/Priority Maintance
• 
  Digital O &M MPR
• 
  Payment for Contractor/Concessionaire during maintenance period
Month 3
• 
  Onboarding of DPR Consultant
• 
  LoA Issuance to DPR Consulatant
• 
  Appointment / DPR Personnel
• 
  DPR Preparation, Submission and Review
• 
  LAC-1 (Alignment Approval)
• 
  LAC- 2 (Plan approval)
• 
  Monitoring - 3A status - API
• 
  Monitoring - 3D status - API
• 
  3G Declaration of Award - API
• 
  3H Paymnent for Land Acquisition - API
• 
  Applicable Permits (Contractors/ NHAI)
• 
  Utility Shifting
• 
  Payment for Contractor/Concessionaire during construction
"
MeitY_Annual_Report_2025_26.pdf,327,"approval, project","Attached Offices and Societies
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
325
Month 4
• 
  PATSC / IAC Approval
• 
  SFC Approval
• 
  EFC Approval
• 
  PPPAC Approval
• 
  Project Sanction
• 
  Bid Document Preparation (CO)
• 
  Bid Invitation (CO)
• 
  Bid Evaluation (CO)
• 
  LoA Issuance to Contractor
• 
  Agreement-Contractor/ Concessionaire
• 
  Onboarding of Consultant (AE/IE/SC)
• 
  LOA Issuance to AE/IE/SC & Agreement signing
• 
  Joint Memorandum of Handing over of Land or providing ROW
• 
  Financial Closure( in PPP Projects)
• 
  Issue of Appointment Date
Month 5
• 
  Design and Drwaing Submission Revision
• 
  Submission and Approval of Work Programme
• 
  Contractor manpower Deployment
• 
  Equipment Deployment
• 
  Construction Methodology
• 
  Critical Issues and Actions
• 
  Strip Chart (Chainagewise Progress)
• 
  Quality Assurance Plan
• 
  Quality Inspection by SRDQ
• 
  Termination of Contract
• 
  Digital MPR (Contractors / Concessionaire)
• 
  Quality Inspection by PD / RO / GM
Month 6
• 
  EoT
• 
  CoS/ Withdrawl of Work
• 
  Surplus Land Monitoring
• 
  Blacklisting of Agencies and Individuals
• 
  PCC / PCOD
• 
  Punchlist Monitoring
• 
  CC / COD
"
